units_sold,low_price,high_price,year,month,year_date,is_ev_dummy,body_type,brand,brand_country
233,159.7,224.7,2024,April,2024-04-01,0,Sedan,Peugeot,France
229,231.8,238.8,2024,April,2024-04-01,1,SUV,Great Wall,China
229,149.8,189.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
222,95.8,113.8,2024,April,2024-04-01,1,SUV,BYD,China
214,89.9,196.9,2024,April,2024-04-01,0,SUV,JAC Group,China
213,119.8,142.8,2024,April,2024-04-01,0,MPV,Geely Automobile,China
212,255.8,463.3,2024,April,2024-04-01,0,SUV,Hongqi,China
205,109.9,197.9,2024,April,2024-04-01,1,SUV,Rayton,China
203,458,548,2024,April,2024-04-01,1,NA,NIO,China
202,105.8,141.8,2024,April,2024-04-01,0,SUV,Bestune,China
201,392.7,554.2,2024,April,2024-04-01,0,SUV,Cadillac,United States
192,169.8,179.8,2024,April,2024-04-01,1,SUV,Chery,China
189,189.8,272.8,2024,April,2024-04-01,1,Sedan,Great Wall,China
186,175,218,2024,April,2024-04-01,1,SUV,Honda,Japan
181,239.7,269.7,2024,April,2024-04-01,0,SUV,Cadillac,United States
180,194.9,333.9,2024,April,2024-04-01,0,SUV,Ch1rolet,United States
176,358.8,538.8,2024,April,2024-04-01,0,MPV,Hongqi,China
174,169.9,239.9,2024,April,2024-04-01,0,SUV,Ch1rolet,United States
169,79.9,114.9,2024,April,2024-04-01,0,SUV,Chery,China
168,139.8,269.8,2024,April,2024-04-01,1,Sedan,Hechuang,China
163,499.9,613.9,2024,April,2024-04-01,1,Sedan,Volvo,Sweden
163,77.8,113.8,2024,April,2024-04-01,1,Hatchback,Wuling Motors,China
162,378.8,619.8,2024,April,2024-04-01,0,SUV,Infiniti,Japan
158,299.9,359.9,2024,April,2024-04-01,0,SUV,Buick,United States
157,275.8,374.8,2024,April,2024-04-01,0,SUV,Ford,United States
155,104.8,141.9,2024,April,2024-04-01,0,SUV,Beijing,China
154,349.9,359.9,2024,April,2024-04-01,0,SUV,Beijing,China
153,89.8,105.8,2024,April,2024-04-01,0,SUV,Wuling Motors,China
152,59.9,78.9,2024,April,2024-04-01,0,SUV,SWM Motors,China
145,49.9,89.9,2024,April,2024-04-01,0,SUV,Rayton,China
144,199.8,259.8,2024,April,2024-04-01,0,NA,Ford,United States
141,141.8,179.8,2024,April,2024-04-01,0,Sedan,Toyota,Japan
138,269.9,449.9,2024,April,2024-04-01,1,MPV,SAIC Maxus,China
138,118.8,199.8,2024,April,2024-04-01,1,Sedan,Jiangling,China
133,133.8,154.8,2024,April,2024-04-01,0,Sedan,Hyundai,South Korea
133,149.9,158.9,2024,April,2024-04-01,0,SUV,Skoda,Czech Republic
132,149.8,179.8,2024,April,2024-04-01,1,Hatchback,Great Wall,China
132,288.9,339.9,2024,April,2024-04-01,0,MPV,Kia,South Korea
132,67.8,82.8,2024,April,2024-04-01,1,Hatchback,Wuling Motors,China
126,219.6,260,2024,April,2024-04-01,0,MPV,Ford,United States
125,139.8,157.8,2024,April,2024-04-01,0,SUV,Kia,South Korea
124,32.6,59.1,2024,April,2024-04-01,1,Hatchback,Dongfeng Xiaokang,China
120,99.9,105.9,2024,April,2024-04-01,0,SUV,Beijing,China
118,263.8,321,2024,April,2024-04-01,0,SUV,Jaguar,United Kingdom
117,299.9,399.9,2024,April,2024-04-01,1,NA,Polestar,Sweden
117,175,218,2024,April,2024-04-01,1,SUV,Honda,Japan
113,166.8,195.8,2024,April,2024-04-01,0,MPV,Volkswagen,Germany
113,168.9,201.9,2024,April,2024-04-01,1,SUV,XPeng Motors,China
110,52.8,82.8,2024,April,2024-04-01,1,Hatchback,Jiangling,China
110,189.8,329.8,2024,April,2024-04-01,1,Hatchback,BAIC,China
110,261.1,272.1,2024,April,2024-04-01,1,SUV,Volkswagen,Germany
104,229.8,258.8,2024,April,2024-04-01,0,Sedan,Honda,Japan
102,160.8,169.8,2024,April,2024-04-01,1,MPV,BYD,China
100,219.7,259.7,2024,April,2024-04-01,0,Sedan,Cadillac,United States
99,321.8,322,2024,April,2024-04-01,1,SUV,Mercedes-Benz,Germany
97,0,0,2024,April,2024-04-01,0,SUV,FAW,China
97,0,0,2024,April,2024-04-01,0,SUV,SAIC Group,China
96,319.8,365.8,2024,April,2024-04-01,0,Sports Car,SAIC Group,China
93,428,516,2024,April,2024-04-01,1,Sedan,NIO,China
93,229.8,309.8,2024,April,2024-04-01,0,Sedan,Hongqi,China
93,162.8,206.8,2024,April,2024-04-01,0,Sedan,Kia,South Korea
91,297.7,419.7,2024,April,2024-04-01,1,SUV,Cadillac,United States
91,225.9,269.9,2024,April,2024-04-01,1,SUV,Honda,Japan
90,119.9,156.9,2024,April,2024-04-01,0,MPV,Dongfeng Fengxing,China
88,119.9,176.6,2024,April,2024-04-01,1,SUV,Kaiyi,China
87,91.9,100.9,2024,April,2024-04-01,0,SUV,Kia,South Korea
86,187.9,215.9,2024,April,2024-04-01,1,SUV,Changan,China
84,67.8,93.9,2024,April,2024-04-01,0,Sedan,Kaiyi,China
83,126.6,149.6,2024,April,2024-04-01,0,SUV,Nissan,Japan
82,189.9,309.9,2024,April,2024-04-01,1,Hatchback,SAIC Group,China
82,143.9,154.9,2024,April,2024-04-01,0,Hatchback,Skoda,Czech Republic
79,299.8,438.8,2024,April,2024-04-01,0,SUV,Ford,United States
79,199.9,383.9,2024,April,2024-04-01,0,MPV,SAIC Maxus,China
79,299.8,438.8,2024,April,2024-04-01,0,SUV,Ford,United States
77,242.9,242.9,2024,April,2024-04-01,1,SUV,Volkswagen,Germany
77,182.9,197.9,2024,April,2024-04-01,1,Hatchback,Ch1rolet,United States
76,117.7,179.7,2024,April,2024-04-01,0,SUV,Rayton,China
76,191.9,243.9,2024,April,2024-04-01,0,SUV,Skoda,Czech Republic
71,119.8,169.8,2024,April,2024-04-01,0,MPV,BAIC,China
69,159.9,229.9,2024,April,2024-04-01,0,NA,Buick,United States
69,318.8,438.8,2024,April,2024-04-01,0,MPV,Hechuang,China
68,189.9,389.9,2024,April,2024-04-01,1,NA,SAIC Group,China
66,258.8,300.8,2024,April,2024-04-01,1,SUV,Toyota,Japan
65,239.8,369.9,2024,April,2024-04-01,1,SUV,Ford,United States
49,40.9,55.9,2024,April,2024-04-01,1,Hatchback,Xiaohu,China
49,109.8,139.8,2024,April,2024-04-01,0,Hatchback,SAIC Group,China
48,438,518,2024,April,2024-04-01,1,SUV,NIO,China
47,132.8,168.9,2024,April,2024-04-01,1,NA,Changan KaiCheng,China
44,82.8,138.8,2024,April,2024-04-01,0,SUV,Great Wall,China
40,114.9,159.9,2024,April,2024-04-01,1,Hatchback,Changan,China
40,64.9,68.9,2024,April,2024-04-01,0,Sedan,Kia,South Korea
38,279.9,322,2024,April,2024-04-01,1,SUV,Volvo,Sweden
37,109.8,169.8,2024,April,2024-04-01,0,Sedan,Honda,Japan
36,289.8,559.8,2024,April,2024-04-01,0,SUV,Yuanhang,China
35,286.6,469.6,2024,April,2024-04-01,1,SUV,GAC Aion,China
33,319.8,326.8,2024,April,2024-04-01,0,SUV,Byton,China
32,333.8,469.8,2024,April,2024-04-01,0,SUV,Infiniti,Japan
31,202.8,272.8,2024,April,2024-04-01,0,SUV,Hyundai,South Korea
30,152.9,178.9,2024,April,2024-04-01,0,NA,Buick,United States
30,139.9,164.9,2024,April,2024-04-01,0,SUV,Ch1rolet,United States
28,39.9,62.4,2024,April,2024-04-01,0,MPV,Kairay,China
28,125.8,163.8,2024,April,2024-04-01,0,MPV,Haima,China
23,59.9,90.9,2024,April,2024-04-01,1,Hatchback,JAC Group,China
22,129.8,162.8,2024,April,2024-04-01,1,SUV,Exeed,China
21,229.8,249.8,2024,April,2024-04-01,0,MPV,Bestune,China
21,289,342,2024,April,2024-04-01,1,NA,Volvo,Sweden
17,86.9,129.8,2024,April,2024-04-01,0,SUV,SWM Motors,China
16,509.8,779.8,2024,April,2024-04-01,1,SUV,Hongqi,China
16,294.9,398,2024,April,2024-04-01,0,SUV,Beijing,China
16,299.9,578.8,2024,April,2024-04-01,0,Sedan,IM,China
13,199.8,287.8,2024,April,2024-04-01,1,SUV,Toyota,Japan
13,185.8,280.8,2024,April,2024-04-01,1,SUV,BAIC,China
12,109.9,128.9,2024,April,2024-04-01,0,SUV,Ch1rolet,United States
12,399.9,461.9,2024,April,2024-04-01,1,Sedan,Volvo,Sweden
12,546.8,648.8,2024,April,2024-04-01,1,SUV,Audi,Germany
11,175.8,243.8,2024,April,2024-04-01,0,SUV,SAIC Group,China
11,175.9,213.9,2024,April,2024-04-01,0,SUV,Changan,China
11,1365.8,1465.8,2024,April,2024-04-01,0,SUV,Hongqi,China
8,409.8,409.8,2024,April,2024-04-01,1,SUV,Jaguar,United Kingdom
8,415.8,429.8,2024,April,2024-04-01,1,SUV,Jaguar,United Kingdom
8,89.8,179.8,2024,April,2024-04-01,0,SUV,JAC Group,China
5,352,428,2024,April,2024-04-01,1,SUV,Mercedes-Benz,Germany
5,248.8,296.8,2024,April,2024-04-01,1,SUV,Toyota,Japan
5,248.8,296.8,2024,April,2024-04-01,1,SUV,Toyota,Japan
4,1286,1686,2024,April,2024-04-01,0,Sports Car,GAC Aion,China
2,0,0,2024,April,2024-04-01,0,NA,Seres,China
2,274.9,349.9,2024,April,2024-04-01,0,Sedan,DS,France
2,219.8,259.8,2024,April,2024-04-01,1,MPV,Haima,China
1,108.8,153.8,2024,April,2024-04-01,0,Hatchback,Ford,United States
1,239.7,253.7,2024,April,2024-04-01,1,SUV,Geely Automobile,China
59133,98.9,157,2018,January,2018-01-01,0,SUV,Great Wall,China
58006,53.8,80.8,2018,January,2018-01-01,0,SUV,Wuling Motors,China
55138,46,59.9,2018,January,2018-01-01,0,MPV,Wuling Motors,China
46735,109.8,159.8,2018,January,2018-01-01,0,Sedan,Toyota,Japan
44202,100.9,159.9,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
39651,79.8,106.8,2018,January,2018-01-01,0,Sedan,Volkswagen,Germany
38179,99.8,174.9,2018,January,2018-01-01,0,Sedan,Nissan,Japan
34874,127.9,172.9,2018,January,2018-01-01,0,Sedan,Volkswagen,Germany
34442,89.8,131.8,2018,January,2018-01-01,0,SUV,GAC Group,China
33793,87.9,112.8,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
32585,98.8,157,2018,January,2018-01-01,0,Sedan,Volkswagen,Germany
30381,91.8,142.8,2018,January,2018-01-01,0,SUV,Geely Automobile,China
29297,186.9,309.9,2018,January,2018-01-01,0,Sedan,Volkswagen,Germany
28016,119.9,125.9,2018,January,2018-01-01,0,Hatchback,Buick,United States
25597,69.9,129.8,2018,January,2018-01-01,0,Hatchback,Geely Automobile,China
25215,93.3,155.9,2018,January,2018-01-01,0,SUV,SAIC Group,China
24913,90.8,116.8,2018,January,2018-01-01,0,Sedan,Ford,United States
23209,0,0,2018,January,2018-01-01,0,SUV,Changan,China
22525,83.9,99.9,2018,January,2018-01-01,0,Sedan,Ch1rolet,United States
21553,0,0,2018,January,2018-01-01,0,SUV,Changan,China
21538,209.9,309.9,2018,January,2018-01-01,0,SUV,Buick,United States
21373,128.9,159.9,2018,January,2018-01-01,0,Hatchback,Buick,United States
21162,102.9,119.9,2018,January,2018-01-01,0,SUV,Changan,China
20908,305.8,396.8,2018,January,2018-01-01,0,Sedan,Audi,Germany
20206,40.9,52.9,2018,January,2018-01-01,0,Hatchback,Wuling Motors,China
20087,0,0,2018,January,2018-01-01,0,SUV,Geely Automobile,China
20057,199,283.8,2018,January,2018-01-01,0,SUV,Volkswagen,Germany
20055,49.9,73.9,2018,January,2018-01-01,0,Sedan,Geely Automobile,China
19831,181.9,252.9,2018,January,2018-01-01,0,Sedan,Volkswagen,Germany
18709,129.8,229.8,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
18408,325.2,377.3,2018,January,2018-01-01,0,Sedan,Mercedes-Benz,Germany
18390,169.8,259.8,2018,January,2018-01-01,0,Sedan,Honda,Japan
18339,79.9,129.9,2018,January,2018-01-01,0,SUV,Dongfeng Xiaokang,China
18041,90.9,124.9,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
17238,175.8,260.8,2018,January,2018-01-01,0,SUV,Toyota,Japan
16688,0,0,2018,January,2018-01-01,0,SUV,Audi,Germany
16540,129.8,155.8,2018,January,2018-01-01,0,SUV,Hyundai,South Korea
16519,154.9,188.9,2018,January,2018-01-01,0,SUV,Nissan,Japan
16459,129.9,187.9,2018,January,2018-01-01,0,Hatchback,Honda,Japan
16255,127.8,176.8,2018,January,2018-01-01,0,SUV,Honda,Japan
16031,63.8,102.8,2018,January,2018-01-01,0,MPV,Wuling Motors,China
15952,115.9,189.9,2018,January,2018-01-01,0,Hatchback,Mazda,Japan
15744,181.9,262.9,2018,January,2018-01-01,0,Sedan,Nissan,Japan
15382,169.8,276.8,2018,January,2018-01-01,0,SUV,Honda,Japan
15306,0,0,2018,January,2018-01-01,0,MPV,Dongfeng Xiaokang,China
15163,84.8,115.8,2018,January,2018-01-01,0,Sedan,Geely Automobile,China
15068,0,0,2018,January,2018-01-01,0,MPV,BYD,China
15041,436.8,556,2018,January,2018-01-01,0,Sedan,Mercedes-Benz,Germany
14852,0,0,2018,January,2018-01-01,0,Sedan,Hyundai,South Korea
14831,149.9,189.9,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
14516,127.9,175.9,2018,January,2018-01-01,0,SUV,Honda,Japan
14368,293.9,409.9,2018,January,2018-01-01,0,Sedan,BMW,Germany
14147,433.9,551.9,2018,January,2018-01-01,0,Sedan,BMW,Germany
14099,419.8,656.8,2018,January,2018-01-01,0,Sedan,Audi,Germany
14053,111.8,152.8,2018,January,2018-01-01,0,Sedan,Toyota,Japan
14006,232.9,533.9,2018,January,2018-01-01,0,MPV,Buick,United States
13589,61.9,129.9,2018,January,2018-01-01,0,MPV,Southeast,China
13152,406.3,476.8,2018,January,2018-01-01,0,SUV,Mercedes-Benz,Germany
12693,164.9,189.9,2018,January,2018-01-01,0,Sedan,Ch1rolet,United States
11994,133.8,168.8,2018,January,2018-01-01,0,Sedan,Hyundai,South Korea
11577,179.8,269.8,2018,January,2018-01-01,0,Sedan,Toyota,Japan
11565,159.8,229.8,2018,January,2018-01-01,0,SUV,Mitsubishi Motors,Japan
11461,0,0,2018,January,2018-01-01,0,SUV,Changan,China
11279,109.8,169.8,2018,January,2018-01-01,0,Sedan,Honda,Japan
11125,179.8,269.8,2018,January,2018-01-01,0,Sedan,Nissan,Japan
10913,85.8,99.8,2018,January,2018-01-01,0,SUV,MG,China
10640,0,0,2018,January,2018-01-01,0,Sedan,BYD,China
10542,44.8,49.8,2018,January,2018-01-01,0,NA,Wuling Motors,China
10457,49.9,68.9,2018,January,2018-01-01,0,SUV,Geely Automobile,China
10456,258.8,348.8,2018,January,2018-01-01,0,SUV,Toyota,Japan
10390,0,0,2018,January,2018-01-01,0,SUV,Great Wall,China
10385,332.7,452.7,2018,January,2018-01-01,0,SUV,Cadillac,United States
10303,0,0,2018,January,2018-01-01,0,SUV,Geely Automobile,China
10239,125.8,147.8,2018,January,2018-01-01,0,NA,Great Wall,China
10050,169.8,192.8,2018,January,2018-01-01,0,NA,Great Wall,China
10018,0,0,2018,January,2018-01-01,0,SUV,Bestune,China
10004,75.9,89.9,2018,January,2018-01-01,0,SUV,Geely Automobile,China
9984,279.8,339.8,2018,January,2018-01-01,0,SUV,BMW,Germany
9963,75.8,96.8,2018,January,2018-01-01,0,SUV,SAIC Group,China
9850,0,0,2018,January,2018-01-01,0,SUV,Dongfeng Fengxing,China
9590,108.8,153.8,2018,January,2018-01-01,0,Hatchback,Ford,United States
9251,278.8,326.2,2018,January,2018-01-01,0,SUV,Audi,Germany
9114,109.9,154.9,2018,January,2018-01-01,0,Hatchback,Skoda,Czech Republic
9005,219.8,289.8,2018,January,2018-01-01,0,Sedan,Buick,United States
8931,34.8,36.6,2018,January,2018-01-01,0,NA,Wuling Motors,China
8922,59.9,80.9,2018,January,2018-01-01,0,SUV,Chery,China
8841,295,405,2018,January,2018-01-01,0,SUV,Volkswagen,Germany
8701,220,332.8,2018,January,2018-01-01,0,SUV,Honda,Japan
8684,69.8,140.8,2018,January,2018-01-01,0,Sedan,Venucia,China
8653,186.8,269.8,2018,January,2018-01-01,0,SUV,GAC Group,China
8612,95.9,129.9,2018,January,2018-01-01,0,SUV,Dongfeng,China
8580,0,0,2018,January,2018-01-01,1,Hatchback,BAIC,China
8547,81.8,108.8,2018,January,2018-01-01,0,Hatchback,Honda,Japan
8361,88.8,123.8,2018,January,2018-01-01,0,SUV,Chery,China
8301,73.8,94.8,2018,January,2018-01-01,0,Sedan,Toyota,Japan
8101,0,0,2018,January,2018-01-01,0,SUV,Skoda,Czech Republic
8058,67.9,99.9,2018,January,2018-01-01,0,NA,MG,China
8037,59.9,85.8,2018,January,2018-01-01,0,Sedan,Chery,China
7630,109.8,131.8,2018,January,2018-01-01,0,Sedan,Kia,South Korea
7599,196.8,249.8,2018,January,2018-01-01,0,Sedan,Buick,United States
7509,67.9,87.9,2018,January,2018-01-01,0,SUV,JAC Motors,China
7500,0,0,2018,January,2018-01-01,0,Sedan,Cadillac,United States
7500,65.9,79.9,2018,January,2018-01-01,0,SUV,Dongfeng Xiaokang,China
7500,0,0,2018,January,2018-01-01,0,SUV,Jeep,United States
7482,78.8,102.8,2018,January,2018-01-01,0,SUV,GAC Group,China
7432,148.8,215.8,2018,January,2018-01-01,0,SUV,Mazda,Japan
7366,89.8,112.8,2018,January,2018-01-01,0,Sedan,SAIC Group,China
7036,69.8,93.8,2018,January,2018-01-01,0,SUV,BYD,China
7018,0,0,2018,January,2018-01-01,0,Sports Car,Zotye,China
6931,125.9,149.7,2018,January,2018-01-01,0,MPV,Volkswagen,Germany
6847,283.9,344.8,2018,January,2018-01-01,0,SUV,Mercedes-Benz,Germany
6807,0,0,2018,January,2018-01-01,0,Hatchback,Ch1rolet,United States
6753,0,0,2018,January,2018-01-01,0,SUV,BAIC Speed,China
6566,0,0,2018,January,2018-01-01,0,SUV,Luoba,China
6482,109.8,127.8,2018,January,2018-01-01,0,SUV,Venucia,China
6421,0,0,2018,January,2018-01-01,0,Sedan,Changan,China
6335,0,0,2018,January,2018-01-01,0,SUV,Volkswagen,Germany
6306,0,0,2018,January,2018-01-01,0,Hatchback,Kia,South Korea
6218,61.9,76.9,2018,January,2018-01-01,0,SUV,Changan,China
6173,179.8,206.8,2018,January,2018-01-01,0,SUV,Lynk & Co,China
6037,175.8,239.8,2018,January,2018-01-01,0,Sedan,Mazda,Japan
6032,85.8,103.8,2018,January,2018-01-01,0,Hatchback,Toyota,Japan
5935,175.8,245.8,2018,January,2018-01-01,0,SUV,Mazda,Japan
5911,59.9,99.9,2018,January,2018-01-01,0,MPV,Dongfeng Fengxing,China
5900,0,0,2018,January,2018-01-01,0,Sedan,Cadillac,United States
5839,0,0,2018,January,2018-01-01,0,Sedan,Peugeot,France
5781,246.8,329.8,2018,January,2018-01-01,0,SUV,Honda,Japan
5774,169.9,194.9,2018,January,2018-01-01,0,Hatchback,Skoda,Czech Republic
5677,0,0,2018,January,2018-01-01,0,Sedan,Honda,Japan
5664,159.8,218.8,2018,January,2018-01-01,0,Sedan,Ford,United States
5641,169.9,239.9,2018,January,2018-01-01,0,SUV,Ch1rolet,United States
5629,0,0,2018,January,2018-01-01,0,SUV,Renault,France
5419,0,0,2018,January,2018-01-01,0,Hatchback,Kia,South Korea
5286,72.9,103.9,2018,January,2018-01-01,0,Hatchback,Changan,China
5178,0,0,2018,January,2018-01-01,0,SUV,Haima,China
5172,161.8,225.8,2018,January,2018-01-01,0,SUV,Hyundai,South Korea
5167,203.1,249.7,2018,January,2018-01-01,0,Hatchback,Audi,Germany
5162,50.9,57.6,2018,January,2018-01-01,0,NA,Wuling Motors,China
5083,0,0,2018,January,2018-01-01,0,SUV,FAW,China
5083,0,0,2018,January,2018-01-01,0,SUV,Zotye,China
5068,0,0,2018,January,2018-01-01,0,Sedan,SAIC Group,China
5035,0,0,2018,January,2018-01-01,0,SUV,BAIC Speed,China
4888,99.9,99.9,2018,January,2018-01-01,0,Sedan,Skoda,Czech Republic
4844,279.8,331.8,2018,January,2018-01-01,0,MPV,Honda,Japan
4837,112.9,162.9,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
4728,119.8,137.8,2018,January,2018-01-01,0,SUV,Nissan,Japan
4628,0,0,2018,January,2018-01-01,0,Sedan,Toyota,Japan
4588,373.9,474.9,2018,January,2018-01-01,0,SUV,Volvo,Sweden
4443,71.8,92.8,2018,January,2018-01-01,0,Hatchback,Toyota,Japan
4421,186.9,243.9,2018,January,2018-01-01,0,SUV,Skoda,Czech Republic
4368,144,192.8,2018,January,2018-01-01,0,Hatchback,Volkswagen,Germany
4368,86.9,149.9,2018,January,2018-01-01,0,SUV,Chery,China
4320,0,0,2018,January,2018-01-01,0,Hatchback,Dongfeng,China
4305,235.8,439.8,2018,January,2018-01-01,0,MPV,Honda,Japan
4292,105.7,159.7,2018,January,2018-01-01,0,Sedan,Peugeot,France
4243,113.9,113.9,2018,January,2018-01-01,0,SUV,Citroën,France
4133,0,0,2018,January,2018-01-01,0,SUV,Zotye,China
4117,99.8,139.8,2018,January,2018-01-01,0,SUV,Mitsubishi Motors,Japan
4028,0,0,2018,January,2018-01-01,0,Sedan,BAIC Speed,China
4023,149.9,169.9,2018,January,2018-01-01,0,MPV,Buick,United States
4017,0,0,2018,January,2018-01-01,0,SUV,Jeep,United States
4002,118.8,154.8,2018,January,2018-01-01,0,SUV,Venucia,China
3979,151.8,194.8,2018,January,2018-01-01,0,MPV,Volkswagen,Germany
3972,0,0,2018,January,2018-01-01,0,MPV,Bisu,China
3921,131.9,146.9,2018,January,2018-01-01,0,MPV,Buick,United States
3877,71.9,92.9,2018,January,2018-01-01,0,SUV,Great Wall,China
3867,41.9,68.8,2018,January,2018-01-01,0,NA,Dongfeng Xiaokang,China
3836,99.9,139.9,2018,January,2018-01-01,0,SUV,Southeast,China
3828,0,0,2018,January,2018-01-01,0,MPV,Changan,China
3819,205.8,246.8,2018,January,2018-01-01,0,Sedan,BMW,Germany
3681,0,0,2018,January,2018-01-01,0,SUV,Jaguar,United Kingdom
3676,0,0,2018,January,2018-01-01,0,SUV,Zhonghua,China
3594,84.9,109.9,2018,January,2018-01-01,0,SUV,Dongfeng Fengxing,China
3563,0,0,2018,January,2018-01-01,0,MPV,BAIC Speed,China
3499,0,0,2018,January,2018-01-01,0,SUV,GAC Group,China
3496,115.8,127.8,2018,January,2018-01-01,0,Sedan,Hyundai,South Korea
3485,0,0,2018,January,2018-01-01,0,SUV,Luoba,China
3473,87.8,93.8,2018,January,2018-01-01,0,Sedan,Toyota,Japan
3467,98.8,178.8,2018,January,2018-01-01,0,SUV,MG,China
3371,0,0,2018,January,2018-01-01,0,SUV,Renault,France
3367,0,0,2018,January,2018-01-01,0,SUV,Bisu,China
3356,94.5,94.5,2018,January,2018-01-01,1,Sedan,JAC Motors,China
3339,79.8,99.8,2018,January,2018-01-01,0,Sedan,BYD,China
3293,131.8,143.8,2018,January,2018-01-01,0,Sedan,Geely Automobile,China
3241,229.8,309.8,2018,January,2018-01-01,0,SUV,Ford,United States
3164,0,0,2018,January,2018-01-01,0,Hatchback,Citroën,France
3157,108.8,168.8,2018,January,2018-01-01,0,Sedan,GAC Group,China
3123,167.7,233.7,2018,January,2018-01-01,0,SUV,Peugeot,France
3123,65.8,94.8,2018,January,2018-01-01,0,MPV,JAC Motors,China
3085,47.9,59.8,2018,January,2018-01-01,0,NA,SRM Xinyuan,China
3026,59.9,66.9,2018,January,2018-01-01,0,SUV,Kairay,China
3008,0,0,2018,January,2018-01-01,0,Hatchback,Honda,Japan
2998,36.8,41.8,2018,January,2018-01-01,0,NA,Changhe,China
2949,0,0,2018,January,2018-01-01,0,SUV,Qoros,China
2890,0,0,2018,January,2018-01-01,0,MPV,Changan,China
2853,125.9,155.9,2018,January,2018-01-01,0,SUV,Buick,United States
2823,63.9,105.9,2018,January,2018-01-01,0,SUV,SWM Motors,China
2818,0,0,2018,January,2018-01-01,0,Sedan,Citroën,France
2817,0,0,2018,January,2018-01-01,0,Sedan,Beijing Auto,China
2813,46.9,54.4,2018,January,2018-01-01,0,MPV,Changan KaiCheng,China
2800,0,0,2018,January,2018-01-01,0,SUV,Yema,China
2761,99.9,135.9,2018,January,2018-01-01,0,Hatchback,Nissan,Japan
2733,0,0,2018,January,2018-01-01,0,Sedan,Honda,Japan
2727,79.8,123.8,2018,January,2018-01-01,0,SUV,Han腾,China
2725,0,0,2018,January,2018-01-01,0,SUV,Beijing Auto,China
2682,0,0,2018,January,2018-01-01,0,SUV,BAIC Speed,China
2681,0,0,2018,January,2018-01-01,1,SUV,BYD,China
2594,0,0,2018,January,2018-01-01,0,SUV,Zotye,China
2551,0,0,2018,January,2018-01-01,0,SUV,Ford,United States
2548,0,0,2018,January,2018-01-01,0,Sedan,Kia,South Korea
2503,39.9,57.9,2018,January,2018-01-01,0,Hatchback,Geely Automobile,China
2430,0,0,2018,January,2018-01-01,0,SUV,Toyota,Japan
2413,88.8,277.8,2018,January,2018-01-01,0,MPV,Renault,France
2407,340,446,2018,January,2018-01-01,0,Sedan,Volkswagen,Germany
2400,159.8,272.9,2018,January,2018-01-01,0,SUV,Beijing,China
2397,125.9,133.9,2018,January,2018-01-01,0,Sedan,Nissan,Japan
2389,129.8,155.8,2018,January,2018-01-01,0,SUV,Borgward,Germany
2383,152.7,229.7,2018,January,2018-01-01,0,SUV,Citroën,France
2367,43.9,52.9,2018,January,2018-01-01,0,Sedan,Changan,China
2241,139.8,157.8,2018,January,2018-01-01,0,SUV,Kia,South Korea
2234,399.7,489.7,2018,January,2018-01-01,0,Sedan,Cadillac,United States
2228,169.8,249.8,2018,January,2018-01-01,0,SUV,Ford,United States
